k99_10000003_4	2.7.11.1	3.4e-39	136.4
k99_10000005_1	6.1.1.17	6.6e-59	201.1
k99_1000001_2	2.1.1.-	6.5e-19	69.9
k99_10000020_1	2.3.1.181	1.3e-70	241.1
k99_10000020_2	2.8.1.8	9.4e-135	452.6
k99_10000021_1	3.5.4.4	5e-26	93.3
k99_10000067_2	2.6.1.-	1.3e-99	336.1
k99_10000077_2	1.9.3.1	5.2e-54	185.6
k99_10000077_5	2.5.1.-	7e-88	297.5
k99_10000085_1	3.6.3.25	1.4e-98	332.3
k99_10000088_4	2.3.1.30	2.5e-18	68.4
k99_10000088_5	2.1.3.-	2.8e-26	93.3
k99_10000124_1	4.2.1.-	9.3e-83	280.1
k99_10000124_1	4.2.1.3	9.3e-83	280.1
k99_10000154_1	3.6.3.41	1.6e-73	247.4
k99_1000015_1	1.6.5.-	8.5e-107	360.2
k99_10000202_6	2.5.1.49	3.5e-129	434.5
k99_10000220_3	1.1.1.100	1e-77	263.8
k99_10000220_4	4.2.1.-	4.8e-30	105.8
k99_10000220_6	2.3.1.179	5e-91	306.6
k99_10000270_10	5.99.1.3	3.5e-293	977.9
k99_10000270_11	2.7.1.69	9.4e-52	176.4
k99_10000270_12	3.4.24.-	1.8e-162	544.5
k99_10000270_15	2.4.1.187	8.6e-68	231.1
k99_10000270_16	2.7.7.7	1.9e-91	307.6
k99_10000270_18	3.1.3.25	1.4e-71	244.2
k99_10000270_19	1.7.1.13	1.8e-28	101.0
k99_10000270_20	2.1.1.206	5.9e-106	357.3
k99_10000270_22	2.4.1.129	3.3e-106	358.4
k99_10000270_23	3.1.26.12	2.1e-164	550.4
k99_10000270_3	3.1.11.5	6e-139	466.7
k99_10000270_8	5.99.1.3	7.8e-293	976.8
k99_10000306_1	1.8.1.4	3.1e-20	72.1
k99_10000306_10	6.3.4.2	1.3e-247	826.7
k99_10000306_11	3.6.1.13	1.4e-39	137.1
k99_10000306_15	6.1.1.2	3.1e-99	335.2
k99_10000306_17	2.8.1.1	1.1e-62	213.8
k99_10000306_17	2.8.1.2	1.1e-62	213.8
k99_10000306_2	1.16.1.1	6.2e-38	132.2
k99_10000306_5	3.1.3.41	5.4e-50	171.9
k99_10000306_7	2.1.1.226	4.5e-105	353.6
k99_10000306_7	2.1.1.227	4.5e-105	353.6
k99_10000306_8	2.7.1.23	1.5e-64	219.8
k99_10000330_1	2.7.13.3	1.1e-68	233.5
k99_10000373_1	3.6.5.-	6.9e-23	82.1
k99_100003_5	2.5.1.-	2.1e-21	78.0
k99_10000545_2	2.7.1.-	1.8e-36	127.4
k99_10000551_1	2.7.8.1	2.8e-61	208.4
k99_10000555_5	2.7.7.6	1.2e-16	62.7
k99_10000558_2	2.5.1.72	1e-07	32.9
k99_10000563_2	2.7.7.50	1e-18	69.1
k99_10000566_2	3.1.11.2	8.2e-73	247.5
k99_1000056_2	1.14.13.8	4.5e-36	125.6
k99_10000626_2	2.1.1.163	1.1e-48	167.6
k99_10000626_2	2.1.1.201	1.1e-48	167.6
k99_10000626_3	5.3.1.16	4e-51	176.2
k99_10000626_4	1.4.1.13	2.7e-06	25.9
k99_10000626_4	1.4.1.14	2.7e-06	25.9
k99_10000627_1	4.1.3.-	2e-71	242.7
k99_10000627_2	2.4.2.-	1.4e-41	144.2
k99_10000646_2	2.8.1.9	4e-27	96.7
k99_10000761_2	2.3.2.2	2.7e-142	477.5
k99_10000761_4	3.4.21.-	1.8e-91	308.8
k99_10000775_1	1.1.1.274	3.8e-16	60.1
k99_1000080_2	2.5.1.16	9.2e-53	181.3
k99_1000081_1	2.3.1.179	4.5e-186	622.2
k99_10000827_1	3.4.24.-	1.5e-59	204.0
k99_10000827_10	2.8.1.-	2.9e-124	417.9
k99_10000827_11	3.1.26.3	7.6e-53	180.3
k99_10000827_2	2.5.1.15	3.1e-98	332.2
k99_10000827_6	2.6.99.2	2.2e-91	308.7
k99_10000827_7	1.6.5.3	1.3e-95	322.7
k99_10000827_7	1.6.99.3	1.3e-95	322.7
k99_10000827_8	5.1.1.1	1.1e-44	154.2
k99_10000827_9	2.8.1.7	6.9e-120	403.7
k99_1000084_6	3.6.3.-	1.4e-23	83.9
k99_10000959_1	2.6.99.2	2e-140	470.3
k99_10000990_1	6.2.1.1	7e-142	476.0
k99_10001004_1	1.6.5.3	6e-12	46.6
k99_10001014_2	2.4.1.18	7.8e-276	920.4
k99_10001014_3	2.7.1.24	2.9e-14	53.5
k99_10001094_2	1.1.1.100	1.3e-109	367.1
k99_100010_1	3.1.26.11	4.1e-27	96.5
k99_10001125_1	2.7.7.6	7.5e-36	125.6
k99_10001125_1	5.2.1.8	7.5e-36	125.6
k99_10001125_2	6.3.5.1	2.1e-11	45.2
k99_10001129_1	6.1.1.4	3.7e-203	679.6
k99_10001181_1	2.3.1.9	2.2e-15	55.1
k99_10001181_2	2.8.3.5	2.6e-105	355.0
k99_10001181_3	2.8.3.5	2.3e-121	408.3
k99_10001211_4	3.6.1.27	1.9e-94	318.6
k99_10001211_5	5.4.99.25	1.5e-77	262.1
k99_10001211_6	2.4.99.17	6.7e-147	492.3
k99_10001211_7	2.5.1.-	5.6e-95	320.9
k99_10001211_8	1.9.3.1	4e-51	175.2
k99_10001211_9	1.9.3.1	2.7e-40	139.9
k99_10001246_1	1.4.1.13	4e-151	506.3
k99_10001246_1	1.4.1.14	4e-151	506.3
k99_1000124_2	2.7.11.1	7.1e-41	142.4
k99_10001300_1	3.1.4.50	8.6e-113	379.9
k99_10001318_2	2.4.99.17	1e-81	276.7
k99_10001324_1	3.5.2.14	2.1e-116	391.5
k99_10001324_3	4.2.1.24	4.1e-153	513.6
k99_10001324_4	2.5.1.49	3.2e-225	752.3
k99_10001339_1	1.17.1.2	1.4e-132	446.0
k99_10001434_2	2.3.1.118	2.5e-50	173.0
k99_10001491_2	3.6.3.-	1.5e-57	196.4
k99_10001491_7	3.1.3.77	2.1e-95	322.7
k99_10001510_3	6.1.1.2	3.6e-09	37.2
k99_1000151_1	4.2.1.51	1.7e-09	38.0
k99_10001529_1	3.1.2.15	3e-26	90.7
k99_10001615_1	2.7.10.-	2e-86	292.8
k99_10001615_2	1.6.5.3	8.9e-56	191.5
k99_10001671_1	3.6.3.14	4.9e-66	224.7
k99_10001671_2	3.6.3.14	1.6e-16	61.8
k99_10001671_3	3.6.3.14	5e-28	100.4
k99_10001732_1	2.7.7.7	2.6e-53	182.2
k99_10001743_1	6.2.1.1	3.5e-83	281.3
k99_10001765_2	2.7.7.38	5.4e-106	357.2
k99_10001807_1	1.2.4.1	1.3e-78	266.5
k99_10001807_2	1.1.1.271	1.2e-15	59.4
k99_10001813_11	2.-.-.-	2.4e-57	196.5
k99_10001813_12	4.2.3.1	2.3e-68	233.3
k99_10001813_14	2.7.1.91	4.8e-43	148.8
k99_10001813_15	6.3.5.4	2.3e-85	288.8
k99_10001813_2	5.1.3.14	1.7e-79	269.8
k99_10001813_3	2.5.1.56	8.7e-138	463.0
k99_10001813_6	2.7.7.43	5e-59	201.0
k99_10001813_7	1.1.1.100	1.2e-67	230.6
k99_10001814_1	2.7.3.-	2.9e-63	216.4
k99_10001814_2	1.1.1.94	7.4e-83	280.9
k99_10001867_1	1.4.3.16	2.7e-66	226.0
k99_10001917_1	3.1.2.-	1.3e-06	30.0
k99_10001951_1	2.7.1.40	9.9e-181	605.2
k99_10001966_3	4.2.2.3	2.2e-09	37.6
k99_1000197_1	1.3.8.1	2e-118	399.2
k99_1000203_4	1.5.1.-	6.1e-30	106.1
k99_1000203_5	2.7.13.3	4.7e-118	396.6
k99_1000203_6	3.6.1.29	4.6e-25	88.9
k99_1000203_9	6.3.4.18	7.5e-101	340.5
k99_10002106_1	2.5.1.56	1.4e-111	376.3
k99_10002106_2	2.7.7.43	2.5e-10	39.5
k99_1000212_1	2.7.13.3	1.5e-39	136.1
k99_10002222_2	2.7.13.3	2.1e-93	313.8
k99_10002222_4	2.7.9.3	1e-109	369.6
k99_10002222_5	2.9.1.-	2.2e-22	81.3
k99_10002242_1	2.1.1.-	6.4e-15	56.0
k99_10002242_2	5.1.3.13	1.7e-46	160.9
k99_10002242_3	4.2.1.46	2.6e-60	206.0
k99_10002248_5	2.7.11.1	4.6e-130	437.6
k99_10002290_1	2.7.11.1	7.1e-62	211.0
k99_10002509_2	3.4.11.1	1.1e-137	462.4
k99_10002510_1	1.4.1.13	0	1379.8
k99_10002510_1	1.4.1.14	0	1379.8
k99_10002537_1	4.2.1.2	3.4e-49	169.4
k99_10002660_2	3.2.1.26	1.3e-40	140.7
k99_10002708_2	1.14.99.22	1.8e-33	116.5
k99_10002708_2	2.6.1.-	1.8e-33	116.5
k99_10002708_3	1.14.99.22	6.5e-38	131.2
k99_10002708_3	2.6.1.-	6.5e-38	131.2
k99_10002777_1	1.14.13.8	9.8e-34	117.8
k99_10002821_4	3.6.3.25	2.3e-152	511.4
k99_10002821_5	3.6.3.30	1.7e-91	309.0
k99_10002821_6	2.7.1.29	8.6e-18	65.7
k99_10002899_1	5.3.1.9	5.8e-74	251.1
k99_1000296_1	2.1.1.-	2.3e-105	355.1
k99_1000296_4	1.18.6.1	5.3e-05	23.6
k99_10002970_1	6.3.5.5	1.5e-32	113.1
k99_10002970_10	3.5.2.14	1.3e-63	216.3
k99_10002970_2	3.5.1.81	2.3e-165	553.9
k99_10002970_4	3.1.2.-	3.7e-34	119.5
k99_10002970_8	3.1.4.1	1.3e-48	167.7
k99_10002970_8	3.6.1.9	1.3e-48	167.7
k99_10002970_9	3.5.2.14	8.3e-148	495.5
k99_10002978_1	2.7.7.7	3.1e-63	216.4
k99_10003000_3	3.1.-.-	6e-201	671.8
k99_10003000_5	1.14.99.22	1.7e-114	385.3
k99_10003000_5	2.6.1.-	1.7e-114	385.3
k99_10003027_2	4.2.1.59	7.7e-150	502.3
k99_10003027_3	3.4.24.-	1.1e-76	259.4
k99_10003027_4	1.1.1.267	1.3e-56	192.9
k99_10003030_2	5.99.1.3	3.8e-48	165.8
k99_10003055_1	6.2.1.-	5.2e-135	452.7
k99_10003113_4	3.1.2.6	8.2e-54	184.5
k99_10003113_6	6.6.1.1	9.9e-63	214.6
k99_10003113_7	1.1.1.-	2.6e-38	133.7
k99_10003113_8	2.6.1.19	8.1e-21	74.5
k99_10003139_2	2.4.99.18	2e-44	152.7
k99_10003180_1	6.2.1.1	2.3e-82	278.6
k99_10003180_2	5.3.1.-	3e-09	38.1
k99_10003193_1	2.4.1.221	2e-34	120.9
k99_10003193_2	2.4.1.221	1.4e-39	137.9
k99_10003210_3	3.6.4.-	8.1e-61	205.2
k99_10003210_4	2.1.1.72	5.7e-17	62.9
k99_10003252_1	2.4.1.129	4e-72	245.6
k99_10003252_2	2.4.1.129	5.7e-158	529.8
k99_10003271_3	2.4.1.129	5.1e-19	69.4
k99_10003324_1	1.6.5.3	4.3e-137	460.4
k99_10003324_3	1.6.5.3	4e-36	126.3
k99_10003367_1	3.1.2.15	4.6e-29	100.1
k99_10003431_2	2.3.1.-	1.8e-05	26.3
k99_10003439_2	2.4.1.129	1.7e-05	25.0
k99_10003439_3	2.4.1.129	2e-115	388.9
k99_10003439_4	2.4.1.129	9.9e-109	366.7
k99_10003439_5	2.7.11.1	7.4e-169	564.8
k99_10003440_2	2.7.4.21	0	1049.8
k99_10003440_2	2.7.4.24	0	1049.8
k99_10003440_3	1.14.19.-	2.2e-26	94.4
k99_10003440_5	2.8.1.7	3.8e-109	367.6
k99_10003440_5	4.4.1.16	3.8e-109	367.6
k99_10003440_6	1.14.11.-	2.3e-25	90.0
k99_1000344_2	3.1.21.-	1.8e-20	74.3
k99_10003454_4	1.1.1.1	3.8e-06	26.8
k99_10003578_17	1.8.3.2	1.3e-75	256.7
k99_10003578_20	3.1.3.16	5.4e-38	131.2
k99_10003593_2	2.7.11.22	6.3e-05	23.6
k99_10003593_4	6.3.2.19	5.4e-15	57.0
k99_10003594_1	2.7.11.1	3.1e-62	212.7
k99_10003608_2	3.6.3.40	1e-83	284.0
k99_10003656_1	2.7.11.1	1.5e-39	137.6
k99_10003656_2	2.7.11.1	8.6e-24	85.4
k99_10003719_3	3.1.1.-	3.1e-57	195.3
k99_10003768_1	4.2.1.59	3.6e-64	219.2
k99_10003802_6	4.2.1.47	1.3e-122	412.1
k99_1000382_2	3.4.22.-	1.3e-79	269.8
k99_10003860_1	2.4.2.14	7.7e-156	522.7
k99_10003864_3	1.8.4.11	5.7e-56	192.1
k99_10003864_3	1.8.4.12	5.7e-56	192.1
k99_10003928_1	2.1.1.176	3.8e-46	158.7
k99_10003928_2	2.1.2.9	1.7e-64	219.7
k99_10003928_3	3.5.1.88	1.1e-55	190.7
k99_10003928_4	3.6.4.-	1.1e-62	213.9
k99_10003951_2	2.7.1.69	1.1e-44	154.9
k99_10003951_3	1.1.99.28	1.4e-42	147.6
k99_10003951_5	2.7.1.2	9.3e-58	198.1
k99_10003951_6	4.1.2.4	8.2e-80	271.1
k99_10003951_7	4.2.1.44	1.8e-113	380.3
k99_10003967_1	1.3.99.22	7.1e-95	320.4
k99_10004006_2	1.2.1.11	2.4e-129	434.4
k99_10004078_3	3.6.3.-	3.6e-102	345.1
k99_10004080_1	1.1.1.-	1.3e-33	118.4
k99_10004080_2	5.99.1.3	2.9e-47	162.8
k99_1000412_2	3.6.4.12	2.2e-116	391.0
k99_10004133_2	3.1.-.-	4.1e-27	95.1
k99_10004138_2	2.7.8.20	2.6e-67	229.8
k99_10004138_3	2.7.1.91	6.8e-33	115.1
k99_10004162_1	1.1.5.3	3.2e-53	182.7
k99_10004162_3	3.5.1.28	4.3e-73	248.6
k99_1000417_1	1.-.-.-	1.7e-48	166.8
k99_10004242_1	2.3.1.157	2.9e-68	232.1
k99_10004242_1	2.7.7.23	2.9e-68	232.1
k99_10004261_3	3.1.3.16	1.5e-23	83.3
k99_10004261_3	3.1.3.48	1.5e-23	83.3
k99_10004457_1	5.1.3.2	8.8e-94	316.2
k99_10004457_3	5.1.3.2	5.7e-50	171.8
k99_10004457_5	2.4.-.-	7e-20	72.3
k99_10004457_6	2.4.-.-	4.5e-39	135.8
k99_10004488_3	2.7.11.1	3e-07	31.0
k99_10004558_1	3.1.1.61	1.8e-37	130.5
k99_10004558_2	2.7.10.-	3.9e-20	73.4
k99_10004558_3	1.14.11.18	3.3e-50	172.9
k99_10004651_1	4.2.1.11	6.4e-163	545.8
k99_10004660_2	1.5.1.-	1.1e-27	98.6
k99_10004663_1	2.7.4.9	4.5e-54	186.1
k99_10004663_2	2.7.7.7	2.6e-33	116.9
k99_10004672_1	1.4.3.16	1.7e-105	355.5
k99_10004674_2	4.4.1.5	4.8e-34	119.4
k99_10004734_2	6.2.1.17	2.3e-40	141.1
k99_10004734_3	6.2.1.17	5.2e-95	321.5
k99_10004734_4	6.2.1.17	3.1e-95	322.3
k99_10004734_9	2.1.1.80	1.7e-105	354.9
k99_10004734_9	3.6.1.-	1.7e-105	354.9
k99_1000473_2	4.3.3.7	3.8e-43	149.5
k99_1000473_3	1.4.3.16	5.7e-197	657.7
k99_1000473_4	3.6.4.13	3.7e-214	715.8
k99_10004743_1	3.7.1.3	1.4e-09	38.1
k99_10004746_1	3.2.1.21	2.1e-126	424.2
k99_10004779_1	2.7.1.69	6e-197	658.8
k99_10004814_1	2.7.7.38	2.5e-21	77.5
k99_10004910_3	2.1.1.199	8e-93	313.7
k99_10004910_6	2.4.1.129	2.7e-53	183.0
k99_10004928_1	2.7.7.72	2.9e-58	199.7
k99_10004928_1	3.1.3.-	2.9e-58	199.7
k99_10004928_1	3.1.4.-	2.9e-58	199.7
k99_10004928_2	5.4.99.25	3.7e-85	287.4
k99_10004928_3	2.7.1.26	2.5e-05	23.9
k99_10004928_3	2.7.7.2	2.5e-05	23.9
k99_10004956_2	3.6.4.4	8.6e-34	114.8
k99_10004997_10	1.6.5.3	1.8e-53	183.8
k99_10004997_11	1.6.5.3	1.3e-184	617.3
k99_10004997_2	3.4.-.-	3.4e-43	149.8
k99_10004997_3	3.4.-.-	2.5e-47	163.5
k99_10004997_5	2.4.2.17	5.4e-108	363.5
k99_10004997_6	6.3.4.4	5.3e-198	662.1
k99_10004997_7	1.6.5.3	2.4e-41	143.9
k99_10004997_8	1.6.5.3	8.4e-92	310.8
k99_10004997_9	1.6.5.3	2.4e-254	849.0
k99_10005020_2	4.3.1.3	2.1e-35	123.7
k99_10005065_1	3.1.21.3	1.3e-153	515.5
k99_10005295_1	2.4.1.21	2.4e-134	450.9
k99_10005295_2	1.14.11.-	4.1e-06	27.9
k99_10005302_4	3.5.1.28	3.5e-09	38.7
k99_10005313_1	3.2.1.22	5e-139	467.1
k99_10005393_1	1.14.11.-	8.8e-107	359.1
k99_10005393_2	4.2.1.108	3.4e-52	179.6
k99_10005393_3	2.6.1.19	2.2e-103	348.4
k99_10005393_4	2.3.1.178	1.1e-47	163.3
k99_10005400_1	6.3.5.6	4.9e-70	237.6
k99_10005400_1	6.3.5.7	4.9e-70	237.6
k99_10005411_1	3.1.-.-	8.8e-178	595.1
k99_10005411_2	2.1.1.185	1.5e-48	166.7
k99_10005411_3	2.7.8.5	3.3e-55	188.6
k99_10005430_1	3.5.1.1	3.7e-49	169.1
k99_10005430_4	6.3.5.6	1.8e-64	219.1
k99_10005430_4	6.3.5.7	1.8e-64	219.1
k99_10005466_5	2.7.13.3	2.6e-76	259.3
k99_10005557_1	2.7.13.3	2.8e-69	236.0
k99_10005615_1	1.17.4.1	3.9e-143	480.3
k99_10005619_1	2.7.9.3	1.3e-75	256.6
k99_10005654_1	2.7.-.-	1.9e-25	89.2
k99_10005666_1	2.3.1.-	3.7e-79	268.6
k99_1000566_3	3.6.3.41	3.8e-76	256.1
k99_10005727_1	5.3.4.1	1.3e-39	136.0
k99_10005777_1	3.4.14.5	5.2e-76	257.3
k99_10005777_10	1.9.3.1	8.6e-47	161.3
k99_10005777_11	1.9.3.1	7.8e-105	352.7
k99_10005777_13	3.5.1.81	6.5e-157	525.9
k99_10005777_15	4.3.1.19	1.2e-101	343.0
k99_10005777_16	2.1.1.199	1.7e-90	306.0
k99_10005777_22	2.7.13.3	1.5e-68	233.4
k99_10005777_25	3.6.3.41	2.9e-79	266.4
k99_10005777_27	2.7.13.3	3.7e-38	133.1
k99_10005777_28	2.7.13.3	8.8e-40	135.7
k99_10005777_29	5.99.1.3	1.4e-242	810.3
k99_10005777_33	1.2.4.2	0	1085.2
k99_10005867_1	6.1.1.7	2.7e-126	424.7
k99_10005950_1	1.1.5.2	0	1199.6
k99_10005951_1	3.4.11.9	1.7e-73	249.7
k99_10005952_1	1.5.1.5	2.7e-32	112.6
k99_10005952_1	3.5.4.9	2.7e-32	112.6
k99_10005952_3	2.7.7.13	8.4e-31	107.7
k99_10005952_4	2.1.2.2	6e-28	98.7
k99_10006008_1	5.3.4.1	3.1e-34	118.1
k99_10006012_1	3.6.4.-	4.8e-19	66.5
k99_10006021_1	2.1.2.2	1.9e-77	262.9
k99_10006021_2	2.1.2.3	7.2e-60	204.9
k99_10006021_2	3.5.4.10	7.2e-60	204.9
k99_10006078_1	2.7.7.7	6e-05	24.0
k99_1000609_2	3.4.25.2	9.6e-86	290.6
k99_10006114_1	3.1.21.3	1.7e-128	432.3
k99_10006157_1	2.4.2.18	5.9e-05	22.7
k99_10006157_2	4.1.1.48	3.4e-116	391.3
k99_10006157_3	2.7.4.-	1.6e-46	161.1
k99_10006169_2	1.1.1.-	3.6e-90	304.1
k99_10006169_4	1.14.14.12	5.6e-72	244.2
k99_10006270_3	5.4.1.2	5e-15	57.3
k99_10006271_1	3.2.1.4	1.6e-89	302.8
k99_10006292_1	3.4.22.-	0	1969.0
k99_10006292_1	3.6.1.3	0	1969.0
k99_10006302_1	2.7.7.6	4e-158	529.5
k99_10006342_2	1.8.3.1	5.8e-44	151.6
k99_10006342_3	2.7.8.8	2.8e-49	170.2
k99_10006345_4	6.1.1.2	6.7e-92	310.8
k99_10006369_1	3.4.21.83	5.8e-199	664.7
k99_10006369_2	2.7.13.3	4.3e-14	54.1
k99_1000636_1	1.1.99.28	7.7e-42	145.2
k99_10006392_1	5.2.1.8	1.9e-19	71.4
k99_10006545_1	2.8.1.-	1e-23	85.1
k99_1000660_2	2.3.1.128	2.2e-38	134.4
k99_10006627_1	4.2.1.46	5.6e-79	267.8
k99_1000662_1	2.7.1.15	6.8e-41	142.4
k99_1000662_3	3.2.-.-	1.9e-05	25.0
k99_10006668_1	1.7.-.-	8.7e-76	257.7
k99_100066_1	6.3.2.19	4.6e-67	226.3
k99_10006712_1	2.1.1.13	3.4e-103	348.1
k99_10006712_2	2.1.1.13	5.4e-90	304.4
k99_10006755_2	2.1.1.-	7.3e-75	253.6
k99_10006814_1	2.2.1.7	4.5e-176	590.1
k99_10006850_1	5.1.3.2	1.1e-29	105.2
k99_10006850_3	2.4.1.83	3.7e-16	60.9
k99_1000686_1	2.7.11.1	2.4e-59	203.2
k99_10006880_1	3.1.4.17	2.1e-11	44.9
k99_10006880_2	6.3.2.6	2.4e-97	329.0
k99_10006880_3	4.1.2.13	2.5e-93	315.3
k99_10006880_4	2.7.1.40	1.8e-189	634.2
k99_10006896_4	4.1.2.13	2.1e-120	405.1
k99_10006896_5	3.1.3.11	1.2e-28	101.5
k99_10007055_2	4.1.3.34	2.6e-77	262.4
k99_10007055_2	4.1.3.6	2.6e-77	262.4
k99_10007064_2	2.7.8.27	6.3e-20	72.6
k99_10007089_1	3.1.11.5	3e-46	157.5
k99_10007130_2	3.1.-.-	4.2e-38	133.0
k99_10007187_2	2.7.13.3	8.8e-51	175.0
k99_10007243_2	2.1.1.-	3.7e-100	337.8
k99_10007248_2	3.1.1.3	9.6e-15	54.6
k99_10007301_1	6.2.1.17	1.1e-83	284.2
k99_10007305_1	2.4.1.-	8.6e-109	366.6
k99_10007305_1	3.4.-.-	8.6e-109	366.6
k99_10007322_2	2.8.1.1	1.1e-09	39.5
k99_10007322_2	2.8.1.2	1.1e-09	39.5
k99_10007389_1	6.4.1.1	0	1324.2
k99_10007507_1	1.3.99.1	7.5e-87	294.3
k99_10007507_4	2.6.1.62	3.6e-125	420.9
k99_10007555_1	3.1.13.-	8.5e-38	131.4
k99_10007567_2	2.8.3.16	8.5e-53	180.7
k99_10007583_1	3.1.11.-	5.7e-20	72.9
k99_10007603_1	2.7.13.3	2.6e-63	216.1
k99_10007610_1	2.2.1.6	3.3e-44	152.5
k99_10007618_1	2.2.1.2	2.8e-27	95.7
k99_10007618_2	3.1.3.3	2.9e-56	192.6
k99_10007658_2	1.2.4.1	3e-184	616.7
k99_10007678_1	4.2.1.46	1.3e-40	140.8
k99_10007678_2	5.1.3.13	3.4e-70	239.1
k99_10007721_3	3.6.4.12	1.4e-158	531.8
k99_1000772_3	2.4.1.-	1.5e-08	35.6
k99_10007754_3	5.4.1.2	3.2e-13	51.3
k99_10007769_2	3.4.25.2	1.6e-105	356.1
k99_10007797_1	2.7.7.7	4.3e-61	208.6
k99_10007801_4	3.4.11.4	5.4e-45	155.8
k99_10007870_1	3.6.4.-	2e-24	84.3
k99_10007918_2	1.1.1.35	2.5e-84	285.6
k99_10007918_2	4.2.1.107	2.5e-84	285.6
k99_10007943_1	2.7.11.1	1.5e-91	307.3
k99_10008139_9	2.1.1.148	3.4e-29	104.1
k99_10008216_2	1.14.13.107	4.1e-109	366.7
k99_10008296_2	3.4.13.22	4.5e-53	181.8
k99_10008342_3	4.4.1.5	1.6e-21	78.5
k99_10008348_3	1.2.1.2	6.9e-10	39.7
k99_10008360_2	3.6.3.24	3.3e-37	129.3
k99_10008360_3	3.6.3.-	2e-54	186.8
k99_10008360_3	3.6.3.24	2e-54	186.8
k99_10008360_4	3.6.3.-	4.6e-48	165.8
k99_10008360_4	3.6.3.24	4.6e-48	165.8
